STU_ID,F2PS1AID,F3TZSTEM1TOT,F3TZSTEM2GPA,CREDGRAD
397217,1,17,2.5,0
397220,1,11,3.25,0
398102,0,12,3.25,0
398106,1,6,3.25,0
398111,0,4,3.5,0
398112,1,9,3.75,0
398114,1,8,3.75,0
398203,1,38,3.25,0
398208,1,22,3.25,0
398209,1,8,3.25,0
398210,1,40,3,0
398211,1,42,3.25,0
398212,1,3,2.5,0
398214,1,5,3,0
398216,1,18,3,0
399110,1,44,2.75,0
399113,0,52,2,0
399115,1,56,2.25,0
399202,0,19,3,0
399205,1,11,1.5,0
399210,1,10,3,0
400102,1,42,2.75,0
400109,0,27,3.5,0
400110,1,8,3.25,0
400111,1,20,3.5,0
400201,1,5,3,0
400205,1,56,2.5,0
400209,1,2,2,0
401102,1,21,3.75,0
401105,0,8,2.75,0
401107,1,56,3.75,0
401112,1,40,3.75,0
401113,1,33,2.5,0
401120,0,13,2.75,0
401122,1,17,2.25,0
401124,0,5,3.25,0
401211,NA,0,4,0
401212,1,36,2.75,0
401215,1,31,3.75,0
401219,1,36,3.25,0
402104,0,3,3.75,0
402110,1,18,3.25,0
402119,NA,7,3.5,0
402120,0,6,2.25,0
402204,1,11,2.75,0
402206,0,11,2.5,0
402209,1,7,2.75,0
402211,0,13,3.25,0
402212,1,40,3.25,0
402214,0,7,2.75,0
402219,1,12,2.75,0
402222,0,1,3.25,0
402228,1,17,3,0
402232,1,52,2,0
403101,1,15,2.5,0
403102,0,7,2.5,0
403103,1,5,3,0
403106,1,12,2.75,0
403111,1,4,2.75,0
403202,0,4,2.5,0
403203,0,9,4,0
403205,1,4,3.5,0
403209,1,39,3.5,0
403210,0,26,3.25,0
403211,1,8,3.75,0
403212,0,15,3,0
403218,0,4,3.5,0
403219,0,56,2.5,0
403220,1,33,3,0
404104,0,26,3,0
404107,1,30,3,0
404109,0,12,2.5,0
404112,1,3,2.75,0
404114,0,6,3.25,0
404116,0,39,2.25,0
404201,0,19,2.75,0
404220,1,33,3.25,0
405102,1,25,3.25,0
405113,0,2,3,0
405114,1,8,3.5,0
405118,1,11,1.75,0
405202,NA,2,4,0
405203,1,25,2.5,0
405207,1,5,2.5,0
405209,1,8,3,0
405213,0,42,2.25,0
406109,1,8,3.5,0
406114,0,3,3.75,0
406115,0,11,2.75,0
406116,0,4,3.25,0
406118,0,7,1.5,0
406201,1,32,3.25,0
406204,1,29,3.5,0
406219,1,7,2.75,0
406221,NA,9,3.25,0
407101,1,15,3.75,0
407104,1,5,2.75,0
407109,0,35,3,0
407110,1,11,3,0
407111,1,7,3.25,0
407114,0,34,2.75,0
407209,0,11,2,0
408104,1,39,3.25,0
408105,1,18,2.75,0
408107,1,52,2.5,0
408111,1,39,3.75,0
408112,1,14,2.25,0
408118,1,8,3.25,0
408125,1,11,3.5,0
408127,NA,17,2.5,0
408203,1,13,1.5,0
408206,NA,2,3.75,0
408222,1,30,2.25,0
408224,1,6,2.5,0
408227,NA,6,3.5,0
409103,NA,20,2,0
409111,1,8,3.5,0
409114,0,0,3,0
409201,1,14,3,0
409202,1,52,2.75,0
409213,0,5,2.25,0
409216,0,21,3,0
409220,0,42,2.5,0
410105,1,26,2.25,0
410113,1,7,2.75,0
410114,1,42,3.25,0
410120,1,23,4,0
410127,1,33,3.25,0
410130,1,21,3,0
410134,1,10,2,0
410202,1,10,2.75,0
410216,1,25,3.5,0
411105,NA,0,0.5,0
411106,1,33,2.5,0
411107,1,23,3.25,0
411109,0,20,2,0
411125,1,17,2.75,0
411129,1,48,2,0
411131,0,37,2.5,0
411201,1,5,2.75,0
411205,1,28,3.25,0
411207,1,29,3,0
411216,1,11,3.5,0
411217,0,10,3.75,0
411228,0,3,2.75,0
412107,1,11,3.5,0
412108,0,7,4,0
412110,NA,48,3,0
412111,0,11,3,0
412115,0,9,3.75,0
412119,1,12,3.5,0
412120,1,15,2.75,0
412123,1,4,3.75,0
412201,1,46,3.75,0
413101,NA,4,3.25,0
414110,1,4,2.75,0
414204,1,24,4,0
414205,0,56,3.25,0
414209,0,9,3.25,0
414210,1,3,3.5,0
414218,1,4,2.75,0
414219,1,6,3,0
415101,NA,22,2.75,0
415104,1,44,2.75,0
415106,1,16,3.5,0
415108,1,10,4,0
415109,1,17,3,0
415114,1,11,3.25,0
415115,1,18,3,0
415116,1,37,3.75,0
415117,1,8,3,0
415123,0,14,2.75,0
415126,1,15,3.25,0
415203,1,4,3.25,0
415206,1,12,3.25,0
415209,0,2,4,0
416105,1,8,2.5,0
416106,1,1,NA,0
416110,1,6,4,0
416112,1,0,NA,0
416114,1,2,3.75,0
416117,0,3,3.75,0
416119,1,20,2.25,0
416120,0,2,3.75,0
416121,NA,7,2.5,0
416123,NA,6,2.75,0
416205,1,35,3.25,0
416207,1,56,3.5,0
416219,0,17,3.5,0
416223,1,14,3.25,0
417105,1,40,3.25,0
417109,0,23,2.25,0
417118,1,48,2.5,0
417119,0,52,2.5,0
417121,1,10,2.75,0
417122,1,14,3,0
417125,0,10,2.25,0
417126,1,56,3.75,0
417128,1,4,3.75,0
417203,0,5,2.5,0
417206,0,6,3.25,0
417207,0,6,2.75,0
417212,0,2,3.5,0
417213,1,4,3.5,0
417215,0,7,3.25,0
417218,1,2,3.75,0
418102,1,36,3.75,0
418104,1,6,2,0
418112,NA,8,3.5,0
418114,1,11,2.75,0
418116,1,5,2.25,0
418118,1,1,3,0
418208,1,3,2.25,0
418209,1,36,3.25,0
418214,0,2,2.5,0
418215,1,6,4,0
418216,1,8,3,0
418223,NA,10,2,0
418314,1,11,3.5,0
418317,1,2,3.5,0
418319,0,36,2.5,0
419113,NA,18,2.5,0
419205,0,9,2.75,0
419206,0,36,2,0
419211,0,10,2.75,0
419212,0,6,2.5,0
419214,0,30,2.5,0
419216,1,23,3.5,0
419221,0,4,3.25,0
420102,1,3,3.5,0
420104,0,23,2.75,0
420112,0,22,3.75,0
420115,0,2,2.25,0
420203,NA,46,3.25,0
420204,1,56,2.25,0
420210,1,34,3,0
420214,0,24,2.25,0
420217,0,39,3.25,0
421106,0,39,3,0
421111,1,11,3.25,0
421113,1,5,3.5,0
421116,0,7,2.5,0
421117,1,22,3,0
421121,0,6,3.5,0
421201,0,8,3,0
421212,0,4,3,0
421216,1,27,2.75,0
421217,NA,7,2.75,0
422102,0,42,2.5,0
422116,1,17,2.25,0
422121,1,4,3,0
422122,1,44,3.75,0
422123,1,6,2.75,0
422127,0,36,2.75,0
422205,NA,9,1.75,0
422206,1,8,3,0
422211,1,30,2.75,0
422214,1,4,3.25,0
422217,1,4,3.75,0
422226,0,36,3.5,0
423101,0,5,3.75,0
423102,1,3,3.75,0
423105,1,23,3.25,0
423107,1,35,3,0
423111,1,31,3.5,0
423112,0,46,2.75,0
423115,1,17,2.75,0
423203,NA,13,2.75,0
423205,1,6,3.5,0
423206,0,5,2.25,0
423209,0,18,3,0
423216,1,39,3.25,0
424106,1,7,3,0
424108,0,23,2.75,0
424109,1,16,2.5,0
424110,1,9,3.25,0
424113,0,7,3,0
424115,0,8,2.25,0
424116,1,16,2.5,0
424118,0,8,3,0
424121,NA,5,3.25,0
424122,1,23,2.75,0
424213,1,8,4,0
424219,1,6,2.5,0
424220,0,36,2.75,0
424308,1,5,2.75,0
424309,0,18,3.25,0
424310,1,35,3.5,0
424314,1,3,3.25,0
424316,0,2,3.75,0
424317,1,8,3.5,0
424318,1,19,2.75,0
424320,0,9,3.75,0
424325,1,27,3.25,0
424328,0,5,3.5,0
425101,0,6,2.5,0
425102,1,18,2,0
425120,1,31,3,0
425125,1,6,2.75,0
425204,0,12,2.5,0
425211,0,29,3,0
425218,1,32,2.25,0
425220,0,17,3.5,0
425221,0,25,2,0
425228,1,5,3,0
425229,1,4,2.25,0
425301,1,6,2,0
425302,NA,13,3.75,0
425304,1,3,3,0
425308,1,9,2.75,0
425316,1,10,2.75,0
425318,0,7,2.75,0
425319,1,10,3,0
425321,0,6,3,0
426105,1,7,3.25,0
426110,0,12,3,0
426115,1,3,3.5,0
426117,1,7,3.25,0
426122,1,14,3.75,0
426124,0,14,3.25,0
426125,0,9,3.5,0
426205,1,21,2.5,0
426210,1,3,2.75,0
426305,0,44,2.5,0
427103,1,15,3.25,0
427104,1,4,3.5,0
427105,1,6,3.25,0
427107,1,2,3.25,0
427114,1,8,3.25,0
427115,0,11,3.5,0
427117,1,3,2.75,0
427119,1,3,4,0
427132,0,1,3.5,0
427134,0,8,3.25,0
427145,1,2,3.25,0
427148,1,16,3.25,0
427149,NA,9,3.5,0
427201,NA,10,3,0
428101,NA,26,2.75,0
428104,1,6,3.75,0
428105,1,2,3.25,0
428106,0,31,2.75,0
428109,0,5,3.5,0
428110,1,10,3.5,0
428112,NA,5,3.75,0
428113,1,37,3.5,0
428203,1,17,3,0
428204,0,36,3.25,0
428207,1,34,2.5,0
428216,0,32,2.75,0
428217,0,16,3.25,0
428222,1,36,3.75,0
428261,0,2,3.5,0
428303,1,8,3,0
428305,0,5,3.5,0
428306,1,17,3.5,0
428309,NA,0,2.75,0
428311,0,12,3.5,0
428313,1,12,3.5,0
428316,NA,3,2.5,0
428318,0,2,3.75,0
428321,1,25,2.75,0
428322,0,0,3.25,0
429104,1,3,2.75,0
429117,0,7,2.25,0
429118,0,3,3.25,0
429161,NA,21,3.75,0
429202,0,2,3.75,0
429207,1,8,3.5,0
429208,NA,3,3.25,0
429211,0,2,3.25,0
429212,NA,4,3.25,0
429219,0,12,3.75,0
429221,1,2,3.75,0
429223,0,25,NA,0
429232,0,7,3.5,0
430202,1,6,3.5,0
430205,1,38,3.75,0
431108,1,19,2.75,0
431209,NA,5,2.5,0
432103,1,17,3.25,0
432106,NA,6,3,0
432112,0,13,3.5,0
432113,1,3,3.5,0
432114,0,25,4,0
432116,1,8,2.5,0
432122,0,4,3.75,0
432123,0,3,3.75,0
432128,1,11,2.75,0
432130,0,16,2.25,0
432134,0,28,3.5,0
432201,1,2,3,0
432215,NA,0,2.5,0
432235,NA,6,2.5,0
433204,1,5,2.25,0
433207,NA,1,3.25,0
433212,1,20,3,0
433214,1,36,3.75,0
433224,1,11,3.5,0
433225,1,7,3.25,0
434108,1,36,3.75,0
434117,1,28,3.25,0
434119,1,18,3,0
434120,1,6,3.5,0
434121,1,20,3.75,0
434124,0,37,3.25,0
434126,1,8,2.75,0
434129,1,7,3.5,0
434130,0,11,3,0
434132,1,32,3.25,0
434145,NA,25,3,0
434148,1,35,2.5,0
434201,0,4,3.75,0
434217,1,6,2.75,0
434229,1,11,3.25,0
435108,0,13,3,0
435207,0,2,4,0
435261,0,10,3.25,0
436103,1,33,3.75,0
436106,1,2,3.75,0
436111,1,23,3.75,0
436204,0,7,0.75,0
436212,0,2,3.75,0
436214,NA,0,4,0
436215,NA,38,3.5,0
436219,1,13,3,0
436308,1,32,3.25,0
436309,1,10,3.25,0
437111,1,10,3,0
437114,1,1,3.5,0
437119,1,3,3.75,0
438108,0,31,2.75,0
438111,0,10,3,0
438206,1,0,4,0
438213,0,8,2.5,0
438216,0,7,2.5,0
438218,0,38,3,0
438220,0,3,3.75,0
438223,0,3,1.75,0
439112,NA,23,2.75,0
439115,0,4,2.5,0
439119,1,9,3,0
439127,1,7,3.5,0
439130,1,30,3.25,0
439131,1,3,3.5,0
439209,1,7,3.5,0
439210,1,42,4,0
439211,1,31,3.5,0
439215,1,22,2.75,0
439217,1,7,3,0
439218,1,20,3.25,0
439222,1,17,3.25,0
440101,0,32,3,0
440107,0,5,3,0
440108,0,1,3,0
440111,NA,5,3.25,0
440121,0,5,3,0
440122,1,4,2.25,0
440123,0,25,2.75,0
440129,1,18,3.5,0
440131,0,10,2.5,0
440135,0,12,2.5,0
440136,0,4,3.25,0
440137,0,37,3.5,0
440140,0,4,3,0
440142,0,4,3.75,0
440143,1,7,3.25,0
440149,1,32,2.5,0
440150,1,1,3,0
440151,1,6,3,0
440161,0,16,3.75,0
440201,0,46,3.25,0
440202,0,35,2.75,0
440203,0,3,3.5,0
440204,1,42,3,0
440210,0,21,3.25,0
440211,0,1,3.5,0
440212,NA,0,3.5,0
440218,1,40,2.5,0
440220,1,3,3,0
440221,1,42,3,0
440223,0,11,2,0
440225,1,2,3.75,0
440226,0,12,4,0
440228,0,32,3.25,0
441106,1,12,3.25,0
441112,1,9,2.75,0
441122,1,10,2.25,0
441129,0,14,3,0
441202,1,4,4,0
441220,0,9,2.5,0
442201,1,0,3,0
442207,0,28,2.75,0
442213,0,27,2.75,0
442221,0,4,3,0
443202,0,10,2.5,0
443210,0,29,3,0
443215,0,8,3.25,0
444104,0,7,3.5,0
444107,1,15,3.75,0
444109,NA,0,2.5,0
444111,1,11,3.25,0
444114,0,5,2.75,0
444116,NA,44,2,0
444120,1,10,3,0
444122,0,44,3.25,0
444201,0,15,3,0
444203,1,5,2,0
444216,0,11,2.75,0
444220,0,31,3,0
444222,1,12,3.25,0
444224,1,14,3.25,0
444262,0,30,3.25,0
444263,0,48,3,0
445105,1,27,3.5,0
445108,1,13,3.25,0
445112,1,13,3.5,0
445123,1,33,3.75,0
445206,1,12,3.25,0
445210,1,5,4,0
445211,NA,17,2.5,0
445213,1,42,3,0
445216,1,8,3,0
445224,1,12,3.5,0
445227,0,28,2.25,0
445228,0,12,3.5,0
446102,0,13,3.5,0
446103,0,3,3.25,0
446104,1,48,2.75,0
446106,0,8,3.75,0
446107,1,10,2.5,0
446112,NA,23,2.5,0
446116,0,37,2.75,0
446122,0,17,3,0
446127,0,3,3.75,0
446128,0,7,2.5,0
446203,0,8,3.25,0
447106,1,23,2.25,0
447121,1,33,3,0
447128,0,31,4,0
447129,1,18,2.75,0
447202,0,27,3.25,0
447204,1,33,4,0
447208,1,14,4,0
447212,1,27,3.75,0
447214,1,29,4,0
447215,1,12,4,0
447303,1,5,3,0
447306,1,6,2.75,0
447307,0,9,3.5,0
447314,1,12,3.25,0
448106,1,15,3.25,0
448117,1,7,3,0
448120,1,6,3,0
448121,0,15,3,0
448122,NA,10,2.75,0
448128,1,3,3.75,0
448202,1,19,2.5,0
448203,1,6,3.25,0
448205,1,6,3,0
448207,1,12,3.5,0
448224,1,22,2.5,0
448231,1,23,3,0
448232,1,3,3.25,0
449101,1,44,4,0
449104,0,4,4,0
449108,NA,4,3.75,0
449113,0,44,2,0
449114,0,26,3.5,0
449115,1,48,3.25,0
449116,NA,38,3.5,0
449118,0,17,3.25,0
449119,1,4,3.25,0
449121,1,2,3.5,0
449123,0,2,3.25,0
449125,1,34,3.5,0
449128,0,3,3.75,0
449132,0,28,4,0
449133,0,4,3.75,0
449211,1,8,3.5,0
449214,0,17,3.5,0
450103,0,27,3.25,0
450106,1,7,3.25,0
450163,0,48,3.25,0
450205,0,6,4,0
450212,NA,7,3.25,0
450216,0,4,3,0
450217,1,7,3.75,0
450220,1,5,3.75,0
450222,0,11,3.25,0
450226,1,11,3.75,0
450233,0,37,3.5,0
450236,0,2,3.5,0
451113,0,7,3.5,0
451204,0,0,3.75,0
451305,1,14,3.75,0
451308,0,11,3,0
451323,0,29,3,0
452101,0,8,3,0
452104,NA,10,3,0
452111,1,12,3,0
452209,1,14,3.5,0
452218,1,9,2.25,0
452220,NA,11,2.75,0
452226,0,4,3.25,0
452229,1,13,3.25,0
452231,0,28,2.5,0
453204,0,3,3.25,0
453205,1,14,4,0
453211,0,7,3.25,0
453212,1,21,3,0
453214,1,4,4,0
453216,0,9,2.75,0
453218,1,4,3.75,0
453220,0,5,3.25,0
453224,1,5,3.25,0
453229,1,33,3.25,0
454116,0,31,3.25,0
454201,1,4,3,0
454205,0,17,3.5,0
454218,1,42,3,0
455103,1,9,3.75,0
455111,0,37,2,0
455112,0,8,3,0
455114,NA,37,2.5,0
455115,0,35,3,0
455126,0,6,3,0
455127,1,4,3,0
455129,0,13,2,0
455212,1,39,2.25,0
455303,1,12,2.25,0
455309,1,7,3.5,0
455310,0,13,3,0
455311,1,6,2.75,0
455314,1,31,3.5,0
455326,1,10,2.75,0
455327,1,1,3,0
455328,1,4,2.5,0
455332,0,5,2.75,0
456107,0,22,4,0
456110,NA,20,4,0
456111,1,15,3.25,0
456112,1,6,3,0
456117,0,4,3,0
456118,1,7,3.5,0
456204,1,40,2.25,0
457109,1,4,2,0
457110,1,22,3.5,0
457111,0,1,3,0
457206,NA,2,1.75,0
457211,1,6,3.5,0
457214,0,15,3.5,0
457217,1,2,3.5,0
458107,NA,1,2.25,0
458162,0,16,3.5,0
458204,1,6,3.75,0
458209,1,3,2.5,0
458218,1,7,3,0
458225,1,12,3.25,0
458230,1,7,3.25,0
458231,1,35,3,0
459106,0,6,3.75,0
459107,0,10,2.25,0
459202,0,7,2.75,0
459205,0,6,3.5,0
459206,1,11,3,0
459209,1,9,3,0
459213,0,5,3.75,0
459220,0,29,3.25,0
459222,NA,27,3.25,0
460104,0,14,2.75,0
460201,1,5,3,0
460212,NA,5,3.75,0
460214,1,7,2.75,0
460216,0,18,3.75,0
461108,1,4,2.5,0
461115,1,29,4,0
461161,NA,17,2.5,0
461219,NA,7,4,0
461234,NA,5,3.25,0
101210,1,13,3.5,1
101227,1,37,3.75,1
102204,NA,27,3.5,1
104117,0,16,3.75,1
104124,1,22,3,1
105115,1,11,3.75,1
105226,1,34,3.5,1
106102,1,NA,NA,1
106104,1,2,4,1
106114,1,16,2.75,1
106117,1,28,3,1
106125,1,6,3.75,1
106129,1,3,3.5,1
107102,1,0,4,1
108117,1,39,3.5,1
109125,1,21,3.25,1
109127,0,35,2.5,1
110129,1,11,3,1
110219,1,26,3.5,1
111126,1,17,3.5,1
112206,0,21,2.75,1
112215,1,39,3.75,1
112224,1,NA,NA,1
112232,0,4,3.5,1
113204,1,9,3.75,1
113215,1,10,3.5,1
113229,0,38,3.25,1
114126,0,15,4,1
118106,1,NA,NA,1
120120,1,2,3.75,1
121110,1,9,3.5,1
121231,1,29,3.75,1
122114,0,44,3.75,1
122202,0,22,3.5,1
122209,1,4,3.5,1
122216,1,9,3.75,1
122219,1,21,3.5,1
123124,1,NA,NA,1
123202,0,20,3.75,1
123217,1,NA,NA,1
123221,1,28,3.5,1
124226,1,6,4,1
124229,1,NA,NA,1
125102,1,24,3.5,1
125113,1,34,3,1
125114,1,NA,NA,1
125124,1,25,3.75,1
129112,1,7,3.75,1
129123,1,5,3.75,1
130101,1,3,3.25,1
130121,1,40,3.25,1
136226,0,3,4,1
140104,1,40,3,1
140119,0,7,3.25,1
140212,NA,26,3,1
140216,1,44,3.25,1
140220,1,9,3.5,1
141223,1,21,3.75,1
141225,1,30,3.5,1
142124,1,19,3.5,1
143108,0,46,3.25,1
143115,1,46,3.75,1
143118,0,17,2.75,1
143205,1,19,3.25,1
143229,0,36,3,1
144121,1,22,3.5,1
144218,1,4,3.25,1
145111,1,24,3.75,1
145118,1,31,2.75,1
146116,NA,6,3.75,1
146211,1,NA,NA,1
147218,1,NA,NA,1
148208,1,48,3,1
148212,1,33,3.25,1
151203,1,2,4,1
152220,0,31,3.25,1
154227,1,24,3.5,1
155205,1,10,3.25,1
155219,1,24,3,1
156117,1,16,3.5,1
159217,0,3,3,1
162211,1,13,3.25,1
165124,1,26,3.75,1
167105,0,30,3,1
167220,0,8,3.25,1
169111,1,10,2.75,1
169112,0,12,3.25,1
170212,1,5,2.5,1
172220,NA,9,3.25,1
174107,NA,2,4,1
174122,1,14,3.25,1
176105,1,25,4,1
176125,1,16,3.25,1
176202,0,52,3.75,1
176207,1,28,3.75,1
178117,1,25,3,1
178211,1,52,3.5,1
178223,1,2,3.25,1
179224,1,12,3,1
180118,1,34,3,1
184116,1,6,3.25,1
184212,1,42,3.75,1
184213,0,8,2.25,1
185214,0,5,2.75,1
185227,1,17,3.5,1
186205,1,37,3.75,1
188121,1,25,3.5,1
189210,1,15,3,1
191202,NA,14,3.75,1
192107,0,26,3.75,1
192119,1,36,3.75,1
193101,1,36,4,1
193106,1,29,3.25,1
193109,0,34,3.25,1
193127,0,25,3.75,1
193208,1,9,2.75,1
197110,1,18,3.25,1
199207,1,6,3,1
199228,1,35,4,1
200115,1,56,2.5,1
202112,0,6,3.5,1
206205,1,6,3.75,1
206223,1,24,3.75,1
207106,1,16,3.25,1
207201,1,35,3.25,1
208116,NA,27,2.75,1
208222,0,6,3.5,1
209102,1,32,4,1
212102,0,35,3.75,1
212108,0,27,3,1
213101,1,23,3.5,1
216201,1,6,4,1
217104,1,38,4,1
217124,1,42,3.75,1
217224,1,6,4,1
217308,1,36,3.75,1
218215,1,30,2.5,1
220112,1,14,2.5,1
222120,1,23,3.5,1
223102,1,4,4,1
223111,1,NA,NA,1
223223,0,15,2.75,1
225101,1,21,3.25,1
225121,1,14,2.5,1
225207,1,15,3.5,1
225225,1,11,3.5,1
228220,0,5,3.5,1
231108,1,28,3.5,1
232114,1,33,3.75,1
233219,NA,14,2.5,1
234116,0,28,2.25,1
236225,1,12,3,1
237304,NA,5,4,1
238206,1,NA,NA,1
238222,NA,39,3,1
242106,1,15,3.25,1
243125,1,20,3,1
243211,1,37,3.5,1
245118,1,10,3.75,1
247201,1,37,3.75,1
248210,1,17,3.75,1
249109,1,26,3.25,1
249123,1,39,3.25,1
251204,1,NA,NA,1
253101,1,34,3,1
253212,1,3,3.5,1
255203,1,3,3.25,1
256125,1,39,3.5,1
257109,1,39,3.5,1
258223,1,NA,NA,1
260219,1,21,3.25,1
264115,1,9,4,1
268103,0,42,4,1
268105,1,11,3.5,1
268108,0,18,3.5,1
268228,NA,34,3.25,1
268315,1,23,3.25,1
271261,1,29,3.75,1
272210,1,4,4,1
274201,0,44,3,1
274208,0,28,3.5,1
274215,1,20,3,1
275215,1,5,3.5,1
275226,0,24,3.5,1
276101,1,56,3.75,1
276207,1,36,4,1
276212,1,23,3,1
277107,1,20,3.75,1
277132,1,27,3.5,1
277135,0,5,4,1
277212,1,32,4,1
278117,0,12,2.75,1
278209,1,35,2.75,1
279109,1,10,2.75,1
279208,1,4,3.5,1
281201,1,NA,NA,1
283226,0,35,3.75,1
284102,1,21,3.25,1
285130,1,5,3.25,1
287234,0,28,3.75,1
288121,0,35,4,1
289205,0,56,3.25,1
289228,0,23,3.5,1
291118,1,6,3.5,1
292123,0,22,3.5,1
293224,0,25,3,1
295222,1,9,2.5,1
295230,1,33,3.75,1
295231,0,39,3.25,1
297111,1,48,3.5,1
297120,1,0,4,1
297121,1,1,4,1
298107,1,10,3,1
300102,1,38,3,1
302214,0,31,3.5,1
302220,1,31,3.25,1
302226,1,32,3.25,1
303207,0,14,4,1
303235,1,6,3.5,1
304106,0,9,3,1
307121,1,10,3.5,1
308103,1,36,3.5,1
309113,1,44,3,1
311204,1,32,3.75,1
312204,1,26,3.25,1
314262,0,44,2.75,1
315217,1,48,3.25,1
317222,1,NA,NA,1
318117,1,6,2.75,1
318201,1,56,3.25,1
319218,0,13,3.5,1
320107,1,34,3,1
322114,1,33,2.5,1
322222,NA,46,3.5,1
322261,1,4,4,1
323104,1,21,3.75,1
324209,NA,56,3,1
325225,1,2,2.25,1
329109,1,32,3.25,1
330105,NA,12,2.75,1
332213,0,0,NA,1
333114,1,4,3,1
333118,1,13,2.5,1
334203,NA,8,2.75,1
334213,NA,3,3.75,1
334221,1,7,4,1
335116,1,31,3,1
335203,0,37,3.5,1
335209,0,15,3,1
336120,1,20,3.5,1
337107,1,9,3.25,1
339112,0,27,2.5,1
341102,1,25,3.25,1
341109,0,27,3,1
341128,1,16,3,1
343114,1,33,4,1
345117,1,39,3.5,1
346205,1,21,3.25,1
346207,1,56,4,1
347115,1,20,3.75,1
348103,1,4,2.75,1
348206,1,10,3.5,1
348218,0,NA,NA,1
350122,1,38,3.75,1
350213,1,12,4,1
352115,1,11,3.5,1
353106,1,1,3.5,1
353208,1,5,4,1
353216,1,16,3.5,1
354224,1,34,3.25,1
356206,1,25,3.5,1
356222,1,22,3.25,1
356261,1,26,3.25,1
357217,1,44,3,1
358225,NA,NA,NA,1
359124,1,13,3.5,1
363124,1,38,3.5,1
364108,1,35,3,1
366212,NA,5,3.25,1
366222,1,6,3.25,1
366226,1,3,3.75,1
369214,1,7,3.75,1
371125,1,32,3.75,1
373125,0,42,2.5,1
373261,1,42,3.75,1
377218,1,34,3.5,1
378119,1,8,3.75,1
380107,NA,8,3.25,1
380114,1,48,4,1
380205,1,0,3,1
381303,1,8,2.5,1
382117,1,22,3.25,1
382204,0,5,3,1
382213,1,33,2.5,1
383102,1,28,3.25,1
384208,0,14,2.75,1
385102,1,37,3.75,1
385111,1,23,4,1
385122,0,9,2.75,1
385127,1,37,3.5,1
385128,1,3,2.5,1
385130,1,38,2.75,1
385131,NA,25,3.25,1
385203,NA,6,3.25,1
385221,1,10,3,1
388106,1,40,4,1
388115,1,NA,NA,1
390103,1,48,2.75,1
390104,1,NA,NA,1
390106,1,22,3.25,1
390115,1,28,3.25,1
390121,0,22,2.5,1
390219,NA,26,3,1
391111,1,42,3.25,1
392106,1,10,2.75,1
392115,1,19,3.25,1
392210,1,34,4,1
392213,1,4,2.5,1
392219,1,8,3.75,1
392308,1,17,3,1
393103,1,16,3.25,1
393108,1,7,3,1
393113,0,NA,NA,1
393116,1,28,3.25,1
393218,1,5,3.25,1
393221,0,29,3.75,1
394105,1,32,3.75,1
394116,0,36,3.25,1
394208,1,21,3,1
394221,1,46,2.75,1
395116,0,4,3.75,1
395206,1,23,3.75,1
396104,0,NA,NA,1
396124,1,35,3.75,1
396219,1,33,3.25,1
397205,1,NA,NA,1
399101,1,56,4,1
399106,1,15,3.75,1
399207,1,13,3.25,1
400203,1,5,3.75,1
400211,1,10,3.25,1
401111,1,14,4,1
401115,1,0,4,1
401118,1,NA,NA,1
401203,0,7,4,1
401206,1,4,4,1
401227,1,56,4,1
401229,1,30,3.25,1
402101,0,18,3,1
402112,1,12,3,1
402114,0,10,2.75,1
402122,1,30,3.75,1
402201,1,1,3,1
402210,1,17,3.25,1
402220,1,17,3.75,1
402224,0,3,3.5,1
403204,1,NA,NA,1
403223,1,16,3.75,1
403225,0,26,3.75,1
405103,0,4,3.75,1
406105,1,42,4,1
406106,NA,7,3.75,1
406107,1,4,3.75,1
407210,0,42,3.75,1
408106,0,31,3.75,1
408109,0,27,3,1
408115,1,32,3,1
408122,1,24,3.75,1
409204,0,10,3.75,1
410115,1,34,3.5,1
410129,1,18,3.75,1
410206,NA,3,3.25,1
410208,1,6,2.75,1
410212,1,11,3.25,1
410220,1,6,3.25,1
411103,NA,52,2.5,1
411126,0,16,2,1
411208,0,20,3,1
412105,1,4,4,1
412112,1,37,3.25,1
412118,1,15,3.75,1
412212,0,11,2.75,1
413108,1,3,3.25,1
413112,1,29,3.75,1
413201,1,21,3.5,1
414112,1,3,4,1
414217,1,27,3.25,1
414229,1,3,4,1
415113,1,33,3.5,1
415122,1,35,3,1
415128,1,30,3.75,1
415216,0,21,3,1
416108,1,3,3.75,1
416115,1,22,2.5,1
417210,1,21,3,1
417221,1,4,3,1
418203,1,6,3.5,1
418206,1,6,3.5,1
418213,1,9,4,1
418220,1,23,3.75,1
418313,1,13,4,1
419106,1,42,3,1
419109,0,42,4,1
419231,0,12,2.5,1
420103,0,21,3.25,1
420110,0,25,3.5,1
420202,1,31,3.75,1
420206,1,42,4,1
420208,1,29,3.75,1
420209,1,28,3.25,1
420216,1,6,4,1
421205,1,NA,NA,1
421211,1,6,3,1
422104,1,22,3.5,1
422119,0,30,3.25,1
422204,1,9,4,1
422210,0,34,3,1
423109,NA,8,3.5,1
424225,NA,3,3.25,1
425109,0,10,3,1
425113,1,56,3.5,1
425216,1,15,3,1
425233,1,7,2.5,1
426113,0,22,3.5,1
426114,1,28,3,1
426128,1,3,3.25,1
426130,1,18,2.25,1
426212,0,8,2.5,1
426318,1,6,2.75,1
427108,1,15,3.25,1
