STU_ID,F2PS1AID,F3TZSTEM1TOT,F3TZSTEM2GPA,CREDGRAD
255217,1,34,3.5,0
256128,NA,42,3.75,0
256202,0,19,2.5,0
256208,1,27,3.25,0
256215,1,39,3.25,0
256218,1,27,4,0
256304,0,52,3.75,0
256312,0,17,2.5,0
256317,1,39,2,0
256320,1,6,3.75,0
257105,1,6,3,0
257113,NA,8,3.25,0
257124,NA,3,2.75,0
257128,1,13,2.5,0
257202,1,4,3.5,0
257205,1,31,2.5,0
257206,1,8,3.5,0
258111,1,25,3,0
258208,NA,7,3.75,0
258212,0,9,3.25,0
258217,1,42,2.5,0
258219,1,9,3.5,0
259103,1,9,3,0
259213,1,4,3.5,0
260107,1,9,3,0
260109,1,13,3,0
260112,1,0,3.5,0
260122,1,18,3.25,0
260130,1,35,3.5,0
260135,1,0,3.5,0
260205,1,19,3.5,0
260208,1,4,2.75,0
260212,1,52,2.75,0
260214,1,39,3.5,0
261101,1,2,2.25,0
261105,1,17,2.25,0
261112,1,1,NA,0
261119,1,30,3.5,0
261207,1,32,2.5,0
261261,NA,4,3,0
262103,1,16,1.5,0
262104,NA,0,3.5,0
262202,0,7,3,0
262205,NA,11,3,0
263112,1,28,2.75,0
263203,1,13,2.25,0
264104,0,1,4,0
264119,1,10,3,0
264218,0,9,3.5,0
264220,1,12,3.25,0
264221,1,15,2.5,0
264304,1,6,2.75,0
264307,1,16,3.25,0
264309,NA,11,3.5,0
264314,1,42,3.75,0
264315,1,19,3.75,0
265212,1,46,2.75,0
265215,1,29,3.75,0
265222,1,14,3.5,0
265224,1,6,3.75,0
265225,1,40,3,0
266103,1,5,3.25,0
266106,NA,28,3.5,0
266107,1,34,2.75,0
266108,0,56,3.25,0
266114,1,7,3.5,0
266128,1,20,2.75,0
266210,NA,0,NA,0
266225,1,35,2.75,0
266261,1,4,3.25,0
267106,0,35,3,0
267111,1,42,3,0
267112,1,13,2.5,0
267113,NA,31,3.75,0
267202,1,15,2.75,0
267215,1,52,2.5,0
267228,1,7,2.75,0
267231,1,38,3,0
268102,0,25,2.75,0
268107,1,44,3.5,0
268109,1,29,3.25,0
268110,0,9,3,0
268115,1,17,2.75,0
268119,1,3,3.75,0
268123,0,8,3.5,0
268126,0,13,3,0
268201,1,2,3.25,0
268202,1,14,2.75,0
268211,1,12,3,0
268216,NA,0,2.75,0
268218,0,15,2,0
268227,1,52,2.5,0
268229,1,15,3.5,0
268233,NA,6,3,0
268262,0,17,2.5,0
268301,0,15,2.75,0
268304,0,52,3,0
269103,NA,3,NA,0
269108,0,3,2.5,0
269111,0,10,3,0
269228,0,11,2.75,0
270113,1,12,2,0
270202,1,3,3,0
270209,1,1,3.75,0
270211,0,7,3.75,0
270216,1,0,3.75,0
271117,1,35,3.25,0
271201,0,18,3.75,0
271205,1,3,3.5,0
271210,1,21,3.75,0
271211,1,48,3.25,0
271214,1,5,3.5,0
271216,0,3,3,0
272108,0,5,3.5,0
272110,1,30,3.25,0
272120,1,5,3.5,0
272126,1,9,2.75,0
272129,1,27,3.25,0
272203,1,29,3.25,0
272204,0,10,3.75,0
272207,0,11,3,0
272212,1,32,3.25,0
273102,0,33,3.75,0
273105,1,28,3.25,0
273107,1,20,3,0
273117,1,13,2.75,0
273207,0,2,3.5,0
273209,1,15,2.75,0
273210,0,4,3.25,0
273211,1,0,2.25,0
273216,0,8,3.25,0
273222,0,30,4,0
273223,1,4,3.25,0
273261,1,3,2.75,0
274115,NA,1,4,0
274122,NA,22,2.75,0
274124,1,23,3.25,0
274205,1,38,3.75,0
274206,1,8,3.25,0
274207,1,6,3,0
274211,1,7,3.75,0
274212,0,56,2.75,0
274225,1,28,3.25,0
274227,1,30,3.5,0
274228,1,14,4,0
274231,NA,3,3.75,0
274234,0,1,3.5,0
274235,1,2,3.25,0
275102,1,4,3,0
275121,0,7,3.5,0
275122,1,29,3.5,0
275124,NA,26,3.25,0
276105,1,21,3.75,0
276202,1,42,4,0
276215,1,7,3,0
276216,NA,5,3.5,0
276222,1,29,3.25,0
276227,1,42,3.5,0
277125,1,25,2.75,0
277129,1,56,2,0
277134,1,48,2.75,0
277202,1,27,3.75,0
277206,1,4,3.75,0
277207,1,7,3.25,0
277218,1,3,3,0
278105,0,19,3.5,0
278114,0,10,2,0
278120,NA,1,3.75,0
278125,0,10,2.5,0
278126,0,15,2.5,0
278206,1,22,3,0
278207,1,25,3.5,0
278215,0,5,3.5,0
278217,1,8,3.5,0
278218,1,36,2.5,0
278221,1,7,3.25,0
279105,0,26,3,0
279107,1,5,2.25,0
279117,NA,2,3,0
279118,1,4,2,0
279119,1,3,3,0
279124,0,2,3.75,0
279220,1,10,2.5,0
279230,1,5,2.75,0
280103,NA,46,2.5,0
280115,0,1,3,0
280120,1,10,3.75,0
280123,NA,15,2.5,0
280127,1,20,2.25,0
280211,1,4,3,0
281101,1,5,3.5,0
281106,0,1,2,0
281118,NA,7,2.25,0
281210,NA,4,4,0
282104,1,4,3,0
282105,1,48,2.5,0
282110,0,3,2.75,0
282114,1,24,2.5,0
282124,1,22,2.25,0
282127,0,9,2.5,0
282215,0,4,2.75,0
283105,0,46,3.5,0
283120,1,15,2.25,0
283202,0,5,3.5,0
283204,1,13,3.5,0
283205,NA,33,3.5,0
283207,1,3,3.75,0
283208,1,10,2.5,0
283213,1,11,2.75,0
283214,1,37,2.75,0
283217,1,9,2.75,0
283220,1,11,3.75,0
283222,1,8,3.5,0
283223,NA,30,2.5,0
283224,1,5,3.75,0
283225,0,31,3.25,0
283227,1,3,3.75,0
283228,0,35,3.5,0
283229,NA,2,3.5,0
283230,1,52,3.75,0
283231,1,36,2.75,0
284106,1,7,2.75,0
284111,0,2,3.25,0
284116,1,17,3.5,0
284119,NA,5,2.5,0
284125,0,7,3.75,0
284134,1,13,4,0
284204,0,6,2.5,0
285105,1,15,2.5,0
285120,0,8,2.5,0
285131,1,4,3.5,0
285201,1,8,2.5,0
285205,1,11,2.5,0
285215,0,4,3.75,0
285217,0,5,3.5,0
285225,1,39,3.5,0
286112,1,44,2.5,0
286120,1,40,3.25,0
286121,0,2,3.5,0
286124,1,6,2.75,0
286125,1,2,2.25,0
286206,0,3,3.25,0
286208,0,52,2.75,0
287107,1,11,3,0
287111,1,28,3.75,0
287122,0,0,3,0
287123,0,44,2.25,0
287131,1,0,3.25,0
287133,0,6,2,0
287204,NA,1,3.5,0
287213,0,12,2.75,0
287217,NA,24,1.75,0
287218,0,28,1.75,0
288117,1,37,2.25,0
288123,NA,19,3.25,0
288124,1,16,3.25,0
288128,0,5,2.5,0
288205,1,48,3.25,0
288206,1,56,2.75,0
288209,1,11,2.5,0
288217,1,23,2,0
288233,NA,37,2.25,0
288235,0,2,3.75,0
289114,1,26,2.5,0
289117,0,24,4,0
289201,1,13,2.75,0
289203,0,39,2.75,0
289208,1,36,2,0
289216,1,39,3,0
289225,NA,5,3.25,0
289226,1,34,3,0
289227,1,16,1.25,0
289232,1,44,3.75,0
290102,1,3,3,0
290109,1,1,3.5,0
290113,1,5,2.5,0
290120,NA,1,4,0
290203,1,12,2.5,0
290219,1,29,2.25,0
290221,1,26,2.5,0
290222,NA,1,4,0
291102,1,6,3.5,0
291103,0,4,3.75,0
291104,0,44,2.5,0
291105,1,5,3.5,0
291110,1,17,2.5,0
291111,1,6,2.5,0
291114,NA,12,3,0
291115,0,4,2,0
291117,1,5,3.25,0
291120,1,38,3.5,0
291121,0,26,2.5,0
291126,1,30,3.5,0
291127,1,33,3.75,0
291128,1,3,4,0
291130,0,22,2.75,0
291134,1,3,3.75,0
291135,1,37,3.25,0
291216,0,39,3,0
291218,1,56,2.25,0
291225,1,9,3.5,0
291228,0,2,3,0
291231,0,44,2.25,0
292103,0,10,2.25,0
292108,1,4,3.75,0
292112,NA,0,2.5,0
292128,0,4,2.75,0
292206,1,7,1.75,0
292225,0,8,2,0
293114,1,24,2.75,0
293117,1,56,2.25,0
293124,NA,10,2.5,0
293128,0,14,3.5,0
293204,0,0,3.75,0
293205,NA,34,3.5,0
293206,0,11,2.75,0
293209,NA,32,3,0
293212,0,32,2,0
293215,0,24,3.75,0
293218,1,44,2.25,0
293220,0,5,3.5,0
293221,1,7,3.75,0
293222,0,2,3.75,0
293225,0,8,2.5,0
293226,0,6,3.75,0
293227,0,11,3.5,0
293229,0,13,2.5,0
294106,1,3,3.75,0
294116,0,2,1.75,0
294119,1,4,2.5,0
294203,0,1,2.5,0
295119,NA,4,3,0
295207,1,7,2,0
295210,1,35,3,0
295211,1,11,2,0
295213,0,10,3,0
295228,0,5,3.25,0
296104,0,39,2.75,0
296108,0,52,2.75,0
296110,1,0,3.25,0
296111,1,46,3,0
296118,0,27,2.75,0
296121,0,8,2.75,0
296122,1,2,3.25,0
296128,0,21,3.25,0
296129,0,22,2.5,0
296208,0,10,2.75,0
296209,1,12,3.5,0
296211,NA,0,3.25,0
296213,1,3,2.25,0
296222,0,13,2.25,0
296223,0,6,2.5,0
297103,1,27,3.75,0
297108,0,34,3,0
297119,NA,12,2.25,0
297122,1,7,2.75,0
297127,1,29,3.5,0
297128,0,24,3,0
297134,1,8,2.75,0
297214,0,6,3,0
297215,1,35,2.5,0
297220,NA,1,4,0
297224,1,0,NA,0
298103,0,0,3.25,0
299109,NA,10,2.75,0
299121,0,35,3,0
299206,1,4,2.75,0
299212,1,36,3.5,0
299218,0,12,3,0
300103,0,37,3,0
300112,1,3,3.5,0
300118,1,56,2,0
300206,0,25,3,0
300208,0,5,2.5,0
300209,1,8,3.5,0
300210,0,17,2.25,0
300212,1,20,3.5,0
300215,0,12,3.75,0
300222,1,3,3,0
300223,0,40,2.25,0
300230,1,56,3.25,0
300231,0,5,2.25,0
300232,1,40,2.75,0
301101,0,10,2,0
301102,1,20,3.5,0
301105,1,56,2.5,0
301107,1,12,3,0
301114,1,9,2.25,0
301118,0,4,2.5,0
301121,1,31,3.5,0
301122,1,4,3.5,0
301123,1,32,3,0
301124,1,8,2.75,0
301126,1,5,3,0
301128,1,3,3.75,0
301201,1,44,2.75,0
301204,NA,10,3,0
301208,NA,0,3.75,0
301209,1,7,3,0
301215,0,16,2.25,0
301225,NA,0,4,0
302206,1,52,3.25,0
302207,1,22,3,0
302210,0,21,3.5,0
302213,1,4,3.5,0
302223,1,4,3.75,0
303103,NA,12,2.5,0
303116,1,5,2.75,0
303201,1,42,3,0
303205,0,39,2.75,0
303209,0,9,3.5,0
303212,0,46,2.75,0
303215,1,56,3.5,0
303218,NA,13,2.75,0
303221,1,37,3,0
303223,1,12,3.5,0
303224,NA,10,2.75,0
303230,0,3,3.75,0
303231,1,42,3,0
304101,1,19,3.5,0
304103,0,28,2.25,0
304104,NA,9,3.5,0
304105,1,46,3.75,0
304112,1,9,2.75,0
304116,0,6,3.25,0
304126,0,28,2.5,0
304129,0,18,2.75,0
304202,0,7,3,0
304206,0,46,2.25,0
304207,1,35,3.25,0
304210,1,3,3.25,0
304211,0,27,3.25,0
304218,1,0,1.75,0
304219,1,56,2.75,0
304222,1,25,3.5,0
304227,1,12,3,0
305203,1,8,3.5,0
305208,1,22,3.25,0
305209,0,5,3,0
305211,1,10,3,0
305225,1,4,2.25,0
305228,1,13,2.75,0
305232,1,15,2.75,0
306105,1,14,2.75,0
306116,1,44,2.25,0
307103,0,56,2.5,0
307109,NA,9,2.75,0
307117,1,5,3.75,0
307124,1,3,3,0
308107,1,5,3.25,0
308301,1,5,2.25,0
308308,0,32,3.75,0
308320,NA,2,2.75,0
308321,1,7,2.75,0
309105,1,22,3.5,0
309106,NA,24,3.25,0
309122,0,3,NA,0
309123,1,3,2,0
309130,0,13,2.25,0
309208,1,2,3,0
309226,1,16,2.75,0
310109,1,12,3.25,0
310204,0,29,3.5,0
311103,0,20,3.25,0
311104,1,1,3,0
311112,1,1,3.25,0
311202,NA,0,1.75,0
311214,1,14,3,0
311215,1,34,3.5,0
311216,0,22,2.5,0
311218,1,39,3,0
311220,1,13,2,0
312101,1,8,3.25,0
312102,1,2,2.25,0
312111,1,10,3.75,0
312116,0,7,4,0
312263,0,16,2.75,0
313101,1,12,2.75,0
313102,NA,3,2.75,0
314106,1,9,2.5,0
314112,1,21,3.25,0
314115,1,0,2,0
314261,0,4,3,0
315101,0,20,2.75,0
315109,1,5,2.75,0
315203,1,9,1.75,0
315218,NA,6,2.25,0
316111,NA,2,4,0
316112,1,9,3.5,0
316202,1,5,3.25,0
317108,NA,11,2.75,0
317111,1,24,4,0
317201,1,21,3.25,0
317202,1,44,4,0
317207,1,15,3,0
317214,1,7,3.75,0
317220,0,36,3.75,0
317224,1,28,3.75,0
318116,1,8,3.5,0
318127,NA,3,3,0
318134,1,24,3,0
318208,0,14,3,0
319106,1,11,3.75,0
319107,1,8,3.5,0
319207,1,11,4,0
319211,1,13,3.25,0
319213,1,7,3.5,0
320106,0,17,2.25,0
320110,0,11,3.75,0
320111,0,17,2.75,0
320204,0,7,3.75,0
320217,1,5,2.75,0
320219,0,14,3,0
320225,1,22,3.75,0
320226,NA,8,3.5,0
321104,1,32,3.75,0
321208,0,29,3.5,0
321209,0,14,3.25,0
321212,1,11,3,0
322115,1,6,2.5,0
323103,1,12,3.25,0
323201,1,14,2.75,0
323219,1,21,3.5,0
323221,1,6,1.75,0
324108,0,0,4,0
324110,1,48,2.5,0
324212,0,24,2.25,0
324214,1,36,3.75,0
324309,1,8,2,0
325107,NA,13,3.25,0
325120,0,6,1.75,0
325125,0,6,2.5,0
325126,1,6,3,0
325127,1,44,2.25,0
325221,1,27,2.5,0
325230,0,1,0,0
325231,0,0,2,0
326103,0,1,3.75,0
326108,1,22,2.5,0
326118,0,1,2.25,0
326125,1,8,1.25,0
326202,0,7,3.25,0
326205,0,31,2,0
326206,0,40,2.5,0
326211,0,37,2.5,0
326215,1,4,3.5,0
326217,1,17,3.5,0
326218,1,12,3,0
327117,0,NA,NA,0
327119,0,15,2.75,0
327122,1,13,3,0
327126,0,12,2,0
327161,1,8,2.25,0
327205,0,2,1.75,0
327208,NA,12,3.25,0
327210,1,14,3.5,0
327225,NA,1,2,0
328106,1,4,3.25,0
328107,1,9,3,0
328113,1,8,3,0
328115,1,6,2.5,0
328161,1,14,3,0
328201,1,35,2.5,0
328210,1,30,3,0
329101,1,25,3.5,0
329110,0,3,3.25,0
329111,0,33,2.75,0
329114,1,29,2.75,0
329120,1,34,3.5,0
329121,1,1,2.25,0
329125,0,8,3.75,0
329214,1,4,3.5,0
329217,0,6,2.25,0
329220,0,15,2.75,0
330102,1,30,2.5,0
330104,0,7,3.25,0
330208,1,37,2.75,0
330210,1,6,3,0
330218,NA,26,3.25,0
331114,1,8,2.5,0
331202,0,4,3.25,0
331205,1,4,2.5,0
331207,0,6,3.5,0
331214,1,28,3.5,0
332115,1,12,3.25,0
332122,1,4,3,0
332203,NA,7,2.5,0
332204,NA,0,NA,0
332209,NA,1,2.5,0
332214,0,5,3.75,0
332220,1,5,3.5,0
332225,1,18,2.5,0
333105,NA,22,3.75,0
333109,1,10,4,0
333111,0,2,3,0
333116,0,8,2.25,0
333117,0,10,2.25,0
333206,0,10,2.75,0
333210,NA,0,2.25,0
333211,0,36,4,0
333216,1,8,3.5,0
333219,1,30,4,0
333222,0,37,3.75,0
333224,0,21,3,0
333226,0,34,2.75,0
334103,0,10,3,0
334109,1,7,3,0
334114,1,3,3,0
334201,1,25,2.75,0
334207,1,4,2.75,0
334209,1,8,3.25,0
334215,1,19,2.5,0
334219,0,10,3.75,0
334224,0,7,2.75,0
335103,1,4,3.75,0
335112,NA,4,3.75,0
335120,0,5,3.25,0
335128,1,2,3.75,0
335133,1,23,3.75,0
335208,0,13,2.5,0
335210,0,32,2,0
335218,0,7,2.75,0
336105,NA,35,1.75,0
336106,0,37,2.75,0
336109,0,6,2.75,0
336214,1,2,2.25,0
336219,1,3,2.5,0
336222,1,1,2,0
336234,NA,16,2.5,0
337101,1,30,2.5,0
337113,1,6,3.5,0
337114,NA,6,3,0
337116,1,5,3.75,0
337207,1,9,3.25,0
337214,1,8,2.75,0
337215,0,8,2.5,0
337217,1,24,2.75,0
338105,1,15,3.25,0
338106,1,52,2.25,0
338114,1,20,3.25,0
338118,1,6,2.5,0
338123,1,10,2.75,0
338127,1,46,2.5,0
338215,1,5,2.5,0
339108,0,13,3,0
339120,NA,21,3.75,0
339123,1,6,2.5,0
339128,NA,36,2,0
339161,1,3,2.75,0
339209,1,8,3.5,0
339227,1,12,2.5,0
340106,1,3,2.5,0
340117,1,3,1,0
340203,1,27,1.75,0
340205,0,10,2.75,0
340206,NA,37,3.5,0
340207,1,12,2.25,0
340220,0,5,2.25,0
340235,1,3,2,0
340262,1,8,3,0
341103,1,10,3,0
341108,1,28,2.25,0
341116,1,10,3.5,0
341117,1,44,3,0
341118,1,37,2.75,0
341119,1,40,2.25,0
341121,1,42,3,0
341124,1,34,3.5,0
341129,1,33,3.25,0
341205,0,18,3.5,0
341211,NA,3,3,0
341218,0,29,3,0
341221,0,4,3,0
342102,1,42,2.5,0
342111,NA,14,2.75,0
342205,NA,0,2.5,0
342224,NA,5,3.5,0
342225,1,5,3.5,0
342226,0,14,2.25,0
343107,1,7,2.75,0
343109,1,5,3.75,0
343116,1,5,2.25,0
343117,1,9,2.5,0
343122,1,8,3.25,0
343131,1,44,3.5,0
343215,NA,9,1.75,0
344203,1,32,3.25,0
344205,0,4,2.5,0
345105,1,2,4,0
345110,0,12,2.5,0
345124,1,17,3.5,0
345215,NA,17,2.5,0
345229,1,2,2,0
346105,0,22,3.25,0
346113,1,20,2.75,0
346122,1,33,3,0
346123,0,6,3,0
347106,1,19,2.75,0
347108,NA,7,2.75,0
347109,1,36,2.75,0
347120,1,56,2.25,0
347123,1,13,3.25,0
347220,0,6,1.75,0
348105,1,5,2.5,0
348113,1,2,3.25,0
348128,1,15,2.75,0
348203,1,7,3.5,0
348223,0,1,3.25,0
348226,1,2,3,0
348228,NA,4,2.75,0
349101,0,12,2.75,0
349102,1,4,3.75,0
349120,NA,32,3.25,0
349127,1,8,3,0
350102,1,18,2,0
350109,1,13,2.25,0
350123,1,8,3.5,0
350126,1,36,2,0
350215,1,6,3.25,0
350216,1,36,2.5,0
350225,1,29,3.25,0
351101,1,40,2.25,0
351103,1,30,3.25,0
351106,1,16,3.75,0
351110,1,9,2.25,0
351114,NA,6,3.25,0
351120,1,21,3.75,0
351124,1,3,3.5,0
352101,1,28,2.25,0
352102,1,39,2.5,0
352127,1,12,2.5,0
352201,0,7,3.5,0
352213,1,3,3.5,0
352214,1,25,2,0
352219,1,5,2.75,0
352225,1,9,3,0
352320,NA,11,2.75,0
352324,0,17,2.5,0
353207,1,7,2.25,0
353219,1,1,3.5,0
354102,1,4,3.75,0
354114,1,28,2.75,0
354123,0,26,1.75,0
354204,NA,20,2.5,0
354205,1,8,3.75,0
354208,NA,38,3,0
354216,1,2,2.25,0
354218,1,0,3.75,0
355110,0,29,3.25,0
355113,1,2,3.25,0
355209,1,7,2.25,0
355223,1,36,2.5,0
355224,1,17,3.25,0
355230,1,35,3.25,0
356103,0,30,3,0
356105,1,26,2.5,0
356109,1,11,3.5,0
356110,1,12,2.75,0
356114,NA,16,2.5,0
356116,1,8,2.25,0
356118,0,7,3.25,0
356121,0,10,3.25,0
356201,1,4,2.75,0
356202,1,1,3.5,0
356205,1,6,2.25,0
356209,1,5,3.25,0
356214,1,7,3,0
356218,1,18,3,0
356219,0,13,2.75,0
356221,1,7,2.25,0
356224,1,31,2.5,0
356225,0,6,3,0
357101,0,16,3.5,0
357102,0,27,3.75,0
357114,1,4,3,0
357115,0,17,2.5,0
357117,0,7,3,0
357123,1,4,2.5,0
357204,0,6,4,0
357207,1,52,2.5,0
357305,1,7,3,0
357307,1,30,3.25,0
357361,0,17,2.75,0
358101,1,14,3.5,0
358124,0,20,2.5,0
358220,1,38,2.5,0
358224,1,52,2,0
358229,0,6,2.5,0
359108,0,26,2.5,0
359116,0,5,3.25,0
359119,0,44,3,0
359201,1,8,3.5,0
359206,1,8,2.5,0
359318,0,1,2.75,0
360105,1,35,3,0
360109,NA,31,3.25,0
360111,1,28,2.75,0
360114,1,20,3,0
360203,1,38,1.75,0
360207,0,2,3.75,0
360211,0,18,3.75,0
361102,0,4,2.5,0
361115,0,23,2.75,0
361125,1,9,2.75,0
361203,0,18,2.25,0
361205,1,21,4,0
361213,0,7,2.75,0
361225,1,27,2.75,0
362109,1,9,2.5,0
362117,0,7,3.25,0
362123,1,13,3,0
362202,1,5,3.25,0
362207,0,11,3.25,0
362215,0,29,3,0
362217,0,12,2.25,0
363107,NA,12,2.75,0
363116,1,8,3.75,0
363119,1,8,3,0
363120,1,46,2.25,0
363130,0,25,3.25,0
363210,0,9,3,0
363214,1,15,3,0
363230,0,30,3.5,0
364104,0,7,3,0
364107,1,11,2.75,0
364113,0,24,3.75,0
364120,0,10,3.75,0
364201,1,6,3.25,0
365201,0,34,2.25,0
365203,0,2,2.75,0
365206,NA,1,2.75,0
365208,NA,8,3.25,0
365215,0,4,3.75,0
366102,1,10,2.25,0
366105,1,7,2.75,0
366106,NA,0,3.75,0
366107,1,2,3.5,0
366109,NA,2,3.75,0
366201,1,18,3,0
366205,1,6,2.75,0
366209,1,27,3.5,0
366213,1,7,3.25,0
366217,1,16,3.5,0
366224,0,7,3.5,0
367114,NA,0,2.25,0
367204,1,10,2.75,0
367211,0,7,2.75,0
368105,1,11,2,0
368114,1,32,2.5,0
368220,0,10,2.75,0
369207,1,10,3,0
369212,1,21,4,0
369213,NA,15,2.25,0
369217,1,9,2.25,0
369228,0,12,3.5,0
369229,NA,30,3.25,0
370106,0,13,1.75,0
370111,1,44,2.5,0
370123,1,3,3.5,0
370124,1,19,2.75,0
370125,1,33,2.5,0
370132,1,26,2.25,0
370206,1,11,2.75,0
370207,1,11,3,0
370208,0,39,3.5,0
370215,1,7,2.5,0
370216,1,21,3,0
370219,1,15,3,0
370221,1,23,3,0
370223,NA,9,2.75,0
370228,1,24,2,0
370231,1,42,3.5,0
371105,1,30,3,0
371123,NA,7,2,0
371126,1,42,2.5,0
371206,NA,0,4,0
371207,1,6,3.75,0
372102,0,56,2.5,0
372107,1,0,2.75,0
372115,1,9,2.5,0
372117,1,5,2.25,0
372204,1,52,2.5,0
372208,1,7,3,0
372234,0,39,2.75,0
373108,1,37,2.5,0
373116,0,6,2.75,0
373117,1,11,2.75,0
373120,1,10,3.5,0
373121,0,12,2.5,0
373220,1,11,2.25,0
373222,0,11,NA,0
374101,NA,1,3.25,0
374107,1,4,2.5,0
374116,NA,0,3.75,0
374201,1,29,4,0
374220,1,22,3,0
374221,0,9,3.25,0
374222,1,5,3.25,0
374228,0,28,2.5,0
375120,0,14,3,0
375207,1,17,2.75,0
375209,1,5,3.75,0
375212,1,21,3,0
375215,1,4,4,0
375219,1,22,3.5,0
375223,0,22,2.25,0
375224,1,4,3.75,0
376104,1,12,3.25,0
376110,0,8,3.25,0
376113,1,6,3,0
376201,1,8,2.5,0
376207,1,7,3,0
376213,1,8,3.25,0
376226,1,11,2.75,0
377106,1,12,3,0
377124,1,40,3,0
377201,1,8,2,0
377209,NA,1,3.75,0
377301,1,46,3,0
377302,1,52,3.75,0
377304,1,8,2.5,0
377309,1,6,2.75,0
377310,1,7,2,0
377314,NA,0,3.25,0
378101,1,6,3.25,0
378111,0,7,3,0
378116,1,6,3,0
378216,NA,5,3,0
379103,1,21,3,0
379110,0,8,2.75,0
379118,1,3,1.75,0
379119,1,48,2.75,0
379122,0,25,3.25,0
379215,0,9,3.25,0
380101,NA,56,2.25,0
380104,1,7,3.25,0
380109,1,52,3.25,0
380204,1,6,3.25,0
380207,1,44,2.5,0
380208,1,8,4,0
380211,1,5,3.5,0
381115,1,7,2.75,0
381121,0,37,3.75,0
381124,0,23,2.75,0
381201,0,40,2.5,0
381216,1,6,3,0
381309,1,29,4,0
381319,1,44,2,0
381321,1,18,2.5,0
381322,1,56,2.5,0
382107,0,3,3.75,0
382118,1,7,3.5,0
382120,1,20,3.25,0
382208,0,8,4,0
382210,1,34,3,0
383108,NA,6,3.25,0
383111,0,10,3.25,0
383113,0,1,3.25,0
383116,1,7,3.25,0
383122,0,6,2.75,0
383127,1,25,3.25,0
383202,1,6,2.75,0
383205,NA,11,3.5,0
384103,0,44,2.5,0
384106,1,2,2,0
384111,0,16,2.25,0
384115,0,9,2.75,0
384116,1,12,2.5,0
384118,NA,4,3.5,0
384122,1,20,3.75,0
384201,1,36,3,0
384206,NA,25,3.25,0
384209,1,4,2,0
384213,1,34,2.5,0
384216,1,2,3,0
384219,1,48,2.5,0
385101,1,26,2.25,0
385112,1,1,2.75,0
385116,0,6,3,0
385117,1,26,3.25,0
385118,1,3,3,0
385126,1,3,3,0
385205,0,4,2.25,0
385207,1,2,3.25,0
385212,1,2,3.25,0
385216,NA,10,3.25,0
385223,1,30,2.5,0
386109,0,42,3,0
386112,1,4,3,0
386114,0,12,2,0
386115,0,15,2.25,0
386117,1,10,3,0
386119,1,4,3.5,0
386120,1,22,2.5,0
386213,1,4,3.75,0
386217,1,52,2.5,0
386221,1,18,2.75,0
387102,1,52,2.5,0
387113,0,9,2.25,0
387201,1,5,3.25,0
387205,1,8,2.25,0
387207,1,30,2.25,0
387218,1,16,3.25,0
388105,1,5,3,0
388108,0,27,3.25,0
388109,0,6,3,0
389101,1,6,3.75,0
389104,1,9,3.75,0
389108,1,42,3.25,0
389111,1,4,3.25,0
389114,1,11,3.75,0
389203,1,7,3,0
389207,1,5,2.5,0
389218,1,4,3.25,0
390105,0,6,3,0
390108,1,9,2.75,0
390112,1,7,2.5,0
390114,1,3,3.5,0
390118,1,3,3,0
390120,1,11,3.25,0
390122,1,17,2.5,0
390124,1,14,3.75,0
390202,0,27,3.25,0
390203,1,4,3,0
390205,0,7,3.5,0
390206,0,2,3.25,0
390210,1,22,3.5,0
390217,0,27,3,0
390218,1,7,3.25,0
391103,1,8,3,0
391104,0,28,3.25,0
391202,1,12,3,0
391225,1,3,3.75,0
392112,1,35,3.25,0
392114,0,10,3,0
392116,0,5,2.5,0
392203,1,38,2.75,0
392204,1,15,3,0
392215,0,14,2.75,0
392216,1,3,3,0
392301,1,2,3.75,0
392304,1,8,2.75,0
392310,0,9,3,0
392311,0,12,3.75,0
392314,0,8,3,0
392318,0,9,3,0
392319,0,5,3.75,0
392322,1,8,3.25,0
393106,1,10,2.75,0
393107,1,48,2.75,0
393111,1,23,2.25,0
393112,1,25,3.25,0
393211,NA,19,3.5,0
393219,1,34,3.75,0
394108,0,10,2.75,0
394109,1,2,3,0
394110,1,8,3.5,0
394113,1,28,3,0
394114,1,5,3.5,0
394118,1,6,3.5,0
394207,NA,3,3.25,0
394214,1,10,2.25,0
394215,1,15,3.25,0
394216,1,9,2.75,0
394217,NA,0,3.75,0
394231,1,24,2.5,0
395101,0,7,2.5,0
395104,0,9,2.75,0
395106,1,9,2.75,0
395108,1,29,3.25,0
395111,0,6,3.75,0
395112,1,11,3.5,0
395113,1,30,3.25,0
395117,1,2,3,0
395118,1,15,3.75,0
395124,1,8,3,0
395127,NA,3,2.75,0
395129,0,6,3.75,0
395131,0,11,3.75,0
395203,1,10,3.25,0
395207,1,4,3.25,0
395208,0,19,3,0
395210,NA,8,3.5,0
395214,0,5,3,0
395216,0,44,2.75,0
395218,0,36,2.5,0
396110,1,25,4,0
396112,1,7,3.75,0
396115,0,39,2.5,0
396127,1,6,3,0
396223,1,7,3.25,0
396224,1,24,3.5,0
397102,0,13,3.75,0
397105,1,12,3.5,0
397108,1,4,3.75,0
397110,1,19,3.75,0
397116,1,40,2.25,0
397120,1,17,3.25,0
397124,1,3,3.75,0
397207,1,23,3.5,0
397213,0,12,3.5,0
397214,0,15,1.75,0
397215,1,3,3,0
397216,1,13,3,0
